Date,Actual_Price,Predicted_Price,Percentage_Error
2025-03-06,2202.2,2243.8474,1.8911730137760052
2025-03-07,2141.6,2233.2744,4.280650637957606
2025-03-08,2203.58,2206.076,0.11326694444381746
2025-03-09,2020.41,2204.0476,9.089125841877387
2025-03-10,1865.1,2147.7053,15.152287934460624
2025-03-11,1923.43,2040.8456,6.104489430584291
2025-03-12,1908.2,1971.566,3.32072319668077
2025-03-13,1864.59,1932.0841,3.6197827106931064
2025-03-14,1911.65,1902.5111,0.47806301370871185
2025-03-15,1937.17,1902.827,1.7728425297115158
2025-03-16,1887.0,1922.7155,1.8927108691872019
2025-03-17,1926.31,1927.0245,0.037093517284993306
2025-03-18,1931.54,1938.0492,0.3369950576191814
2025-03-19,2056.06,1949.1094,5.201726846492804
2025-03-20,1983.79,1998.1401,0.7233697477429585
2025-03-21,1965.75,2019.1401,2.7160186554114207
2025-03-22,1980.69,2017.4404,1.8554357162150537
2025-03-23,2005.9899999999998,2012.5385,0.32644490493161576
2025-03-24,2081.2,2015.7009,3.1471781792054982
2025-03-25,2066.15,2045.5267,0.9981495342333611
2025-03-26,2009.52,2069.243,2.9719992795232204
2025-03-27,2003.66,2063.8257,3.002789075679003
2025-03-28,1896.9,2048.0771,7.969695209947804
2025-03-29,1828.08,1997.5842,9.272254415322365
2025-03-30,1807.74,1929.2223,6.720119599005525
2025-03-31,1822.43,1870.2981,2.626608193627461
2025-04-01,1904.98,1838.7688,3.47569009500756
2025-04-02,1795.22,1854.9491,3.327118496879907
2025-04-03,1817.23,1847.653,1.6741388872934346
2025-04-04,1816.87,1843.2202,1.4503082137825003
2025-04-05,1806.01,1841.2145,1.9492958255525998
2025-04-06,1580.76,1837.3627,16.23286715873615
2025-04-07,1553.04,1761.1947,13.403048353451139
2025-04-08,1473.41,1676.0435,13.752686423415744
2025-04-09,1669.51,1588.7842,4.835300196614575
2025-04-10,1524.77,1589.5697,4.24980175032546
